PBI-###,Type,Title,Description,AcceptanceCriteria,ReqIDs,NFR_Tags,StoryPoints,Priority,Owner,Sprint,Status,Dependencies,Notes
PBI-297,Task,Do define persistence decision,Define DB adapter strategy and migration convention.,"Given decision is reviewed, adapter boundaries are explicit. | Given implementation starts, migration convention is known.",R03;R05;R22,Maintainability;Reliability;Documentation,1,P0,Backend Engineer,Sprint 6,Completed,PBI-296,Reference POSTGRES_PERSISTENCE_DECISION.md. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-296_POSTGRES_BASELINE_VALIDATION.md.
PBI-298,Task,Do add PostgreSQL local Docker service,Add local postgres service and safe env example.,"Given docker compose starts, postgres is available. | Given env docs are reviewed, .env.local remains ignored.",R03;R05;R22,Reliability;Operability;Maintainability,2,P0,Backend Engineer,Sprint 6,Completed,PBI-296,Update docs/runbooks/postgres-local-dev.md. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-296_POSTGRES_BASELINE_VALIDATION.md.
PBI-299,Task,Do add database configuration module,Add DB configuration loader/module.,"Given backend starts, DB config is read safely. | Given config missing, safe error behavior is documented.",R03;R05;R22,Reliability;Maintainability,2,P0,Backend Engineer,Sprint 6,Completed,PBI-296,Files: src/infrastructure/database. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-296_POSTGRES_BASELINE_VALIDATION.md.
PBI-300,Task,Do add migration structure,Create migration folder and runner convention.,"Given migration runner runs, baseline migrations apply. | Given migrations are reviewed, ordering is explicit.",R03;R05;R22,Maintainability;Reliability,2,P0,Backend Engineer,Sprint 6,Completed,PBI-296,Folder: migrations/. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-296_POSTGRES_BASELINE_VALIDATION.md.
PBI-301,Task,Do add auth/session schema,Add users and sessions schema.,"Given migration applies, auth/session tables exist. | Given session status is stored, active/revoked/expired are representable.",R03;R22,Security;Reliability;Maintainability,2,P0,Backend Engineer,Sprint 6,Completed,PBI-296;PBI-253,Supports PBI-253 persistence. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-296_POSTGRES_BASELINE_VALIDATION.md.
PBI-302,Task,Do add membership/RBAC schema,"Add organizations, roles, and assignments schema.","Given migration applies, membership and RBAC tables exist. | Given seed runs, role assignments can be represented.",R03,Security;Reliability;Maintainability,2,P0,Backend Engineer,Sprint 6,Completed,PBI-296;PBI-003,Supports demo accounts. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-296_POSTGRES_BASELINE_VALIDATION.md.
PBI-303,Task,Do add audit/procurement schema,Add access audit and procure-to-pay lifecycle event tables.,"Given migration applies, audit/procurement event tables exist. | Given event is persisted, immutable reference fields are representable.",R05;R22,Audit;Integrity;Reliability,2,P0,Backend Engineer,Sprint 6,Completed,PBI-296;PBI-005;PBI-022,Supports PBI-005 persistence. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-296_POSTGRES_BASELINE_VALIDATION.md.
PBI-304,Task,Do add blockchain anchor metadata schema,Add anchor status and Fabric metadata table.,"Given migration applies, anchor metadata table exists. | Given anchor result is stored, tx id/channel/chaincode/status are representable.",R05;R22,Audit;Integrity;Reliability,2,P0,Backend Engineer,Sprint 6,Completed,PBI-296;PBI-323,Supports blockchain proof UI. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-296_POSTGRES_BASELINE_VALIDATION.md.
PBI-305,Task,Do add demo seed script,"Seed demo users, organizations, roles, assignments, and sample records.","Given seed runs, demo accounts are available. | Given seed runs repeatedly, behavior is safe or documented.",R03;R17,Usability;Reliability;Maintainability,2,P0,Backend Engineer,Sprint 6,Completed,PBI-296;PBI-263,Update docs/runbooks/local-demo.md. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-296_POSTGRES_BASELINE_VALIDATION.md.
PBI-306,Task,Do implement auth/session PostgreSQL adapter,Implement Postgres adapter for auth/session repository seam.,"Given login/session tests run, Postgres adapter behavior is covered. | Given in-memory tests run, existing seams remain usable.",R03;R22,Security;Reliability;Maintainability,3,P0,Backend Engineer,Sprint 6,Completed,PBI-296;PBI-301,Keep domain independent from DB library. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-296_POSTGRES_BASELINE_VALIDATION.md.
PBI-307,Task,Do implement procurement/audit PostgreSQL adapter,Implement Postgres adapter for lifecycle/audit events.,"Given event save runs, event persists in Postgres. | Given history query runs, persisted event can be read.",R05;R22,Audit;Reliability;Maintainability,3,P0,Backend Engineer,Sprint 6,Completed,PBI-296;PBI-303,Keep in-memory adapter for tests. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-296_POSTGRES_BASELINE_VALIDATION.md.
PBI-308,Task,Do validate PostgreSQL baseline,"Validate migrations, seed, build, and tests.","Given validation runs, migrations and seed are recorded. | Given build/tests run, results are recorded.",R03;R05;R22,Quality;Reliability;Documentation,1,P0,QA Lead,Sprint 6,Completed,PBI-296,Evidence target: PBI-296_POSTGRES_BASELINE_VALIDATION.md. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-296_POSTGRES_BASELINE_VALIDATION.md.
PBI-309,Enabler,Hyperledger Fabric sandbox and AuditAnchor smart contract baseline,Add local Fabric sandbox and first AuditAnchor smart contract.,"Given Fabric sandbox starts, AuditAnchorContract can be deployed. | Given event hash is anchored, verify returns correct result.",R05;R06;R22,Audit;Integrity;Security;Maintainability,8,P0,Blockchain Engineer,Sprint 6,Completed,PBI-005;PBI-022,Branch: feature/PBI-309-fabric-audit-anchor. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-309_FABRIC_BASELINE_VALIDATION.md.
PBI-310,Story,"As the development team, I want a clear Fabric MVP boundary, so that we put only proof data on-chain",Document Fabric MVP boundary.,"Given boundary is reviewed, on-chain/off-chain data rules are explicit. | Given sensitive data exists, raw private payloads are excluded from chaincode.",R05;R06;R22,Audit;Security;Maintainability,2,P0,Blockchain Engineer,Sprint 6,Completed,PBI-309,Docs-first story. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-309_FABRIC_BASELINE_VALIDATION.md.
PBI-311,Task,Do document Fabric MVP boundary,Document on-chain/off-chain rules for MVP Fabric.,"Given doc is reviewed, allowed on-chain fields are explicit. | Given doc is reviewed, production consortium rollout is out of scope.",R05;R06;R22,Audit;Security;Documentation,1,P0,Blockchain Engineer,Sprint 6,Completed,PBI-310,Reference FABRIC_MVP_BOUNDARY.md. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-309_FABRIC_BASELINE_VALIDATION.md.
PBI-312,Task,Do define AuditAnchor smart-contract contract,Define anchorEvent/getAnchor/verifyEvent/listAnchorsByCase.,"Given contract is reviewed, chaincode functions are explicit. | Given backend consumes proof API, response states are explicit.",R05;R22,Audit;Integrity;Documentation,1,P0,Blockchain Engineer,Sprint 6,Completed,PBI-310,Reference BLOCKCHAIN_ANCHOR_CONTRACT.md. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-309_FABRIC_BASELINE_VALIDATION.md.
PBI-313,Task,Do add Fabric local network runbook,Document local Fabric startup and chaincode deployment steps.,"Given runbook is followed, local Fabric network can start. | Given setup fails, known prerequisites are documented.",R05;R06;R22,Operability;Documentation;Reliability,1,P0,Blockchain Engineer,Sprint 6,Completed,PBI-310,Create docs/runbooks/fabric-local-network.md. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-309_FABRIC_BASELINE_VALIDATION.md.
PBI-314,Story,"As an auditor, I want audit event hashes anchored on Fabric, so that event integrity can be independently verified",Implement AuditAnchorContract chaincode baseline.,"Given event hash is submitted, anchorEvent stores it. | Given submitted hash is verified, verifyEvent returns verified, mismatch, or notFound.",R05;R22,Audit;Integrity;Security;Reliability,5,P0,Blockchain Engineer,Sprint 6,Completed,PBI-309;PBI-310,First smart-contract story. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-309_FABRIC_BASELINE_VALIDATION.md.
PBI-315,Task,Do add chaincode workspace skeleton,Create chaincode/audit-anchor package structure.,"Given workspace exists, chaincode package can be built or tested. | Given project is reviewed, structure is documented.",R05;R22,Maintainability;Reliability,1,P0,Blockchain Engineer,Sprint 6,Completed,PBI-314,Folder: chaincode/audit-anchor. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-309_FABRIC_BASELINE_VALIDATION.md.
PBI-316,Task,Do implement anchorEvent,Implement AuditAnchorContract anchorEvent.,"Given valid anchor input, event hash is stored. | Given duplicate eventId, chaincode rejects it.",R05;R22,Audit;Integrity;Security,2,P0,Blockchain Engineer,Sprint 6,Completed,PBI-314,Chaincode write function. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-309_FABRIC_BASELINE_VALIDATION.md.
PBI-317,Task,Do implement getAnchor,Implement anchor lookup by eventId.,"Given anchor exists, getAnchor returns it. | Given anchor is missing, notFound behavior is explicit.",R05;R22,Audit;Reliability,1,P0,Blockchain Engineer,Sprint 6,Completed,PBI-314,Chaincode read function. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-309_FABRIC_BASELINE_VALIDATION.md.
PBI-318,Task,Do implement verifyEvent,Implement event hash verification.,"Given hash matches, result is verified. | Given hash differs, result is mismatch.",R05;R22,Audit;Integrity;Security,2,P0,Blockchain Engineer,Sprint 6,Completed,PBI-314,Chaincode verification function. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-309_FABRIC_BASELINE_VALIDATION.md.
PBI-319,Task,Do implement listAnchorsByCase,Implement anchor list by caseIdHash.,"Given anchors exist for case, list returns them. | Given none exist, empty result is returned.",R05;R22,Audit;Reliability,1,P0,Blockchain Engineer,Sprint 6,Completed,PBI-314,Chaincode query helper. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-309_FABRIC_BASELINE_VALIDATION.md.
PBI-320,Task,Do add chaincode tests,"Add tests for anchor, duplicate, get, verify match/mismatch/notFound.","Given tests run, core chaincode behavior is covered. | Given duplicate input occurs, rejection is tested.",R05;R22,Quality;Audit;Reliability,2,P0,QA Lead,Sprint 6,Completed,PBI-314,Evidence target: PBI-309_FABRIC_BASELINE_VALIDATION.md. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-309_FABRIC_BASELINE_VALIDATION.md.
PBI-321,Task,Do add chaincode deployment script,Add script to package/install/deploy local chaincode.,"Given script runs, chaincode deploys to local network. | Given deployment is reviewed, commands are documented.",R05;R22,Operability;Reliability;Maintainability,2,P0,Blockchain Engineer,Sprint 6,Completed,PBI-314,Folder: scripts/fabric. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-309_FABRIC_BASELINE_VALIDATION.md.
PBI-322,Task,Do validate Fabric baseline,Validate chaincode tests and local deployment evidence.,"Given validation runs, chaincode tests are recorded. | Given local deployment runs, result is recorded.",R05;R22,Quality;Audit;Documentation,1,P0,QA Lead,Sprint 6,Completed,PBI-314,Evidence target: PBI-309_FABRIC_BASELINE_VALIDATION.md. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-309_FABRIC_BASELINE_VALIDATION.md.
PBI-323,Enabler,Backend blockchain anchoring gateway and proof API,Connect backend events to Fabric anchoring through gateway seam.,"Given lifecycle event persists, gateway can anchor payload hash. | Given verify API is called, proof status is returned.",R05;R22,Audit;Integrity;Integration;Security,5,P0,Backend Engineer,Sprint 6,Completed,PBI-309;PBI-005;PBI-296,Branch: feature/PBI-323-blockchain-gateway-proof-api. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-323_BLOCKCHAIN_GATEWAY_VALIDATION.md.
PBI-324,Task,Do define backend blockchain anchor API contract,Update API contract for proof and verification endpoints.,"Given contract is reviewed, response states are explicit. | Given implementation starts, endpoints follow the contract.",R05;R22,Audit;Integration;Documentation,1,P0,Backend Engineer,Sprint 6,Completed,PBI-323,Reference BLOCKCHAIN_ANCHOR_CONTRACT.md. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-323_BLOCKCHAIN_GATEWAY_VALIDATION.md.
PBI-325,Task,Do add BlockchainAnchorGateway port,Create app-level port for anchorEvent and verifyEvent.,"Given port exists, business code does not import Fabric SDK. | Given tests run, in-memory adapter can satisfy the port.",R05;R22,Maintainability;Integration,2,P0,Backend Engineer,Sprint 6,Completed,PBI-323,Files: src/modules/blockchain/application. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-323_BLOCKCHAIN_GATEWAY_VALIDATION.md.
PBI-326,Task,Do add in-memory blockchain anchor adapter,Add test adapter for anchor/verify without Fabric.,"Given adapter anchors, proof is stored in memory. | Given verify is called, verified/mismatch/notFound works.",R05;R22,Testability;Reliability,2,P0,Backend Engineer,Sprint 6,Completed,PBI-323;PBI-325,Keeps unit tests Fabric-independent. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-323_BLOCKCHAIN_GATEWAY_VALIDATION.md.
PBI-327,Task,Do add Fabric blockchain anchor adapter,Implement adapter to call Fabric AuditAnchorContract.,"Given Fabric is available, anchorEvent submits to chaincode. | Given Fabric unavailable, safe unavailable/failure state is returned.",R05;R22,Integration;Reliability;Security,3,P0,Backend Engineer,Sprint 6,Completed,PBI-323;PBI-325;PBI-309,Use Fabric SDK only in infrastructure adapter. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-323_BLOCKCHAIN_GATEWAY_VALIDATION.md.
PBI-328,Task,Do add anchor metadata repository,Persist anchor status and Fabric references.,"Given anchor result exists, metadata is stored. | Given event proof is requested, metadata can be retrieved.",R05;R22,Audit;Reliability;Maintainability,2,P0,Backend Engineer,Sprint 6,Completed,PBI-323;PBI-304,Requires Postgres if PBI-296 is active. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-323_BLOCKCHAIN_GATEWAY_VALIDATION.md.
PBI-329,Task,Do integrate lifecycle event anchoring,Anchor PBI-005 lifecycle event payload hashes when enabled.,"Given lifecycle event is saved, anchor attempt occurs. | Given anchor fails, base event remains valid and anchor status is explicit.",R05;R22,Audit;Integrity;Reliability,3,P0,Backend Engineer,Sprint 6,Completed,PBI-323;PBI-005,Do not corrupt base event on Fabric failure. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-323_BLOCKCHAIN_GATEWAY_VALIDATION.md.
PBI-330,Task,Do add proof verification endpoint,Expose backend proof verification endpoint.,"Given eventId and hash are submitted, verification result is returned. | Given event not found, notFound is returned safely.",R05;R22,Audit;Security;Integration,2,P0,Backend Engineer,Sprint 6,Completed,PBI-323,Route under /api/v1/blockchain/anchors. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-323_BLOCKCHAIN_GATEWAY_VALIDATION.md.
PBI-331,Task,Do add blockchain gateway regression tests,"Test anchor success, duplicate, unavailable, mismatch.","Given tests run, gateway success and failure paths are covered. | Given Fabric is unavailable, behavior remains safe.",R05;R22,Quality;Reliability;Audit,2,P0,QA Lead,Sprint 6,Completed,PBI-323,Evidence target: PBI-323_BLOCKCHAIN_GATEWAY_VALIDATION.md. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-323_BLOCKCHAIN_GATEWAY_VALIDATION.md.
PBI-332,Task,Do validate backend blockchain integration,Validate build/test/proof flow for backend gateway.,"Given validation runs, proof API behavior is recorded. | Given evidence is reviewed, representative proof flow is documented.",R05;R22,Quality;Audit;Documentation,1,P0,QA Lead,Sprint 6,Completed,PBI-323,Evidence target: PBI-323_BLOCKCHAIN_GATEWAY_VALIDATION.md. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-323_BLOCKCHAIN_GATEWAY_VALIDATION.md.
PBI-333,Feature,Blockchain proof viewer for anchored audit and procurement events,Make blockchain proof visible in frontend.,"Given anchored event exists, proof status and Fabric reference are visible. | Given verify is clicked, verification result is shown.",R05;R17;R22,Usability;Audit;Security;Accessibility,5,P0,Frontend Engineer,Sprint 6,Completed,PBI-323;PBI-282,Branch: feature/PBI-333-blockchain-proof-viewer. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-333_BLOCKCHAIN_PROOF_UI_VALIDATION.md.
PBI-334,Story,"As an auditor, I want to see blockchain proof details for an event, so that I can verify integrity from the UI",Add proof panel story.,"Given event proof metadata exists, proof information renders. | Given verification is requested, UI shows accurate result without fake data.",R05;R17;R22,Usability;Audit;Security;Accessibility,3,P0,Frontend Engineer,Sprint 6,Completed,PBI-333,Uses BLOCKCHAIN_PROOF_UI_CONTRACT.md. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-333_BLOCKCHAIN_PROOF_UI_VALIDATION.md.
PBI-335,Task,Do define proof panel UI contract,Define visible proof fields and private fields to hide.,"Given contract is reviewed, proof UI fields are explicit. | Given UI is implemented, private data is not exposed.",R05;R17;R22,Usability;Audit;Security;Documentation,1,P0,Frontend Engineer,Sprint 6,Completed,PBI-334,Reference BLOCKCHAIN_PROOF_UI_CONTRACT.md. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-333_BLOCKCHAIN_PROOF_UI_VALIDATION.md.
PBI-336,Task,Do implement BlockchainProofPanel component,Implement reusable proof panel component.,"Given props are supplied, proof panel renders status. | Given state changes, anchored/pending/failed/notAnchored are shown.",R05;R17;R22,Usability;Accessibility;Audit,2,P0,Frontend Engineer,Sprint 6,Completed,PBI-334,Files: src/frontend/components/blockchain. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-333_BLOCKCHAIN_PROOF_UI_VALIDATION.md.
PBI-337,Task,Do add blockchain proof client,Add frontend helper for proof API.,"Given verify endpoint is called, typed result is returned. | Given API fails, unavailable state is handled.",R05;R17;R22,Integration;Usability;Security,2,P0,Frontend Engineer,Sprint 6,Completed,PBI-334;PBI-330,Files: src/frontend/lib. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-333_BLOCKCHAIN_PROOF_UI_VALIDATION.md.
PBI-338,Task,Do add proof panel to event detail page,Integrate proof panel into access/audit event detail.,"Given auditor opens event detail, proof panel is visible. | Given no proof exists, notAnchored state is shown without fake tx id.",R05;R17;R22,Usability;Audit;Accessibility,2,P0,Frontend Engineer,Sprint 6,Completed,PBI-334,Touch AccessEventDetailPage. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-333_BLOCKCHAIN_PROOF_UI_VALIDATION.md.
PBI-339,Task,Do add verify proof button,Add verify action to proof panel.,"Given user clicks verify, frontend calls backend. | Given result returns, verified/mismatch/notFound/unavailable is displayed.",R05;R17;R22,Usability;Audit;Security,2,P0,Frontend Engineer,Sprint 6,Completed,PBI-334;PBI-337,No mutation of original event. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-333_BLOCKCHAIN_PROOF_UI_VALIDATION.md.
PBI-340,Task,Do validate blockchain proof UI,Validate proof UI states and frontend build.,"Given validation runs, all proof states are evidenced. | Given frontend build runs, it passes.",R05;R17;R22,Quality;Audit;Documentation,1,P0,QA Lead,Sprint 6,Completed,PBI-334,Evidence target: PBI-333_BLOCKCHAIN_PROOF_UI_VALIDATION.md. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-333_BLOCKCHAIN_PROOF_UI_VALIDATION.md.
PBI-341,Story,"As a buyer and supplier, I want order acceptance to create an escrow workflow, so that procurement settlement terms are governed and auditable",Define PBI-006 first escrow contract slice.,"Given escrow docs are complete, implementation can start safely. | Given escrowCreated is later emitted, state and proof semantics are known.",R06,Security;Audit;Reliability;Compliance,3,P0,Blockchain Engineer,Sprint 6,Completed,PBI-006;PBI-005;PBI-323,"Contract story for PBI-006 first slice. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-006_ESCROW_FIRST_SLICE_VALIDATION.md. Scope grooming 2026-05-26: Completed for supervisor-demo MVP escrow first-slice scope; post-MVP release, settlement, dispute, and production escrow hardening remain under PBI-006 and PBI-192 to PBI-203 unless narrowed."
PBI-342,Task,Do define escrow workflow state model,"Define accepted, escrowCreated, releasePending, releaseReady, released, cancelled, disputed.","Given state model is reviewed, allowed states are explicit. | Given transitions are reviewed, unsupported transitions are known.",R06,Security;Audit;Maintainability,1,P0,Blockchain Engineer,Sprint 6,Completed,PBI-341,"Reference ESCROW_WORKFLOW_CONTRACT.md. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-006_ESCROW_FIRST_SLICE_VALIDATION.md. Scope grooming 2026-05-26: Completed for supervisor-demo MVP escrow first-slice scope; post-MVP release, settlement, dispute, and production escrow hardening remain under PBI-006 and PBI-192 to PBI-203 unless narrowed."
PBI-343,Task,Do define EscrowContract on-chain/off-chain boundary,Define what escrow data may be on-chain as hashes/status.,"Given boundary is reviewed, raw commercial terms are excluded from chain. | Given chaincode starts, termsHash and status boundaries are explicit.",R06,Security;Audit;Maintainability,1,P0,Blockchain Engineer,Sprint 6,Completed,PBI-341,"Reference ESCROW_SMART_CONTRACT_BOUNDARY.md. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-006_ESCROW_FIRST_SLICE_VALIDATION.md. Scope grooming 2026-05-26: Completed for supervisor-demo MVP escrow first-slice scope; post-MVP release, settlement, dispute, and production escrow hardening remain under PBI-006 and PBI-192 to PBI-203 unless narrowed."
PBI-344,Task,Do define escrow API contract,Define create/get escrow API contract.,"Given API contract is reviewed, request and response shape are explicit. | Given implementation starts, validation and anchor status semantics are known.",R06,Security;Audit;Integration,1,P0,Backend Engineer,Sprint 6,Completed,PBI-341,"Update API_CONTRACTS.md if needed. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-006_ESCROW_FIRST_SLICE_VALIDATION.md. Scope grooming 2026-05-26: Completed for supervisor-demo MVP escrow first-slice scope; post-MVP release, settlement, dispute, and production escrow hardening remain under PBI-006 and PBI-192 to PBI-203 unless narrowed."
PBI-345,Task,Do validate escrow contract docs,Validate escrow state/API/on-chain boundary docs.,"Given docs are reviewed, first slice is implementation-ready. | Given evidence is recorded, contract acceptance is traceable.",R06,Quality;Audit;Documentation,1,P0,QA Lead,Sprint 6,Completed,PBI-341,"Evidence target: PBI-006_ESCROW_FIRST_SLICE_VALIDATION.md. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-006_ESCROW_FIRST_SLICE_VALIDATION.md. Scope grooming 2026-05-26: Completed for supervisor-demo MVP escrow first-slice scope; post-MVP release, settlement, dispute, and production escrow hardening remain under PBI-006 and PBI-192 to PBI-203 unless narrowed."
PBI-346,Story,"As a buyer, I want accepted orders to create escrow records, so that settlement control starts from order acceptance",Implement escrow backend first slice.,"Given valid authenticated create request, escrowCreated is stored. | Given anchoring is enabled, escrowCreated hash is sent to gateway.",R06,Security;Audit;Reliability;Compliance,5,P0,Backend Engineer,Sprint 6,Completed,PBI-006;PBI-341;PBI-323,"Stretch if baseline proof infrastructure is not ready. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-006_ESCROW_FIRST_SLICE_VALIDATION.md. Scope grooming 2026-05-26: Completed for supervisor-demo MVP escrow first-slice scope; post-MVP release, settlement, dispute, and production escrow hardening remain under PBI-006 and PBI-192 to PBI-203 unless narrowed."
PBI-347,Task,Do implement escrow domain model,"Add escrow entity, terms hash, parties, status, audit fields.","Given valid data, escrow model is created. | Given required fields missing, validation rejects it.",R06,Security;Audit;Maintainability,2,P0,Backend Engineer,Sprint 6,Completed,PBI-346,"Files: src/modules/escrow/domain. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-006_ESCROW_FIRST_SLICE_VALIDATION.md. Scope grooming 2026-05-26: Completed for supervisor-demo MVP escrow first-slice scope; post-MVP release, settlement, dispute, and production escrow hardening remain under PBI-006 and PBI-192 to PBI-203 unless narrowed."
PBI-348,Task,Do implement escrow repository seam,Add repository interface and in-memory adapter.,"Given escrow is saved, repository persists it. | Given test reads it back, data matches.",R06,Reliability;Maintainability;Testability,2,P0,Backend Engineer,Sprint 6,Completed,PBI-346,"Keep adapter replaceable for PostgreSQL. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-006_ESCROW_FIRST_SLICE_VALIDATION.md. Scope grooming 2026-05-26: Completed for supervisor-demo MVP escrow first-slice scope; post-MVP release, settlement, dispute, and production escrow hardening remain under PBI-006 and PBI-192 to PBI-203 unless narrowed."
PBI-349,Task,Do implement create escrow service,Implement service for creating escrowCreated state.,"Given valid request, service creates escrowCreated. | Given duplicate active escrow exists, conflict is returned.",R06,Security;Audit;Reliability,3,P0,Backend Engineer,Sprint 6,Completed,PBI-346;PBI-347;PBI-348,"Uses trusted actor context. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-006_ESCROW_FIRST_SLICE_VALIDATION.md. Scope grooming 2026-05-26: Completed for supervisor-demo MVP escrow first-slice scope; post-MVP release, settlement, dispute, and production escrow hardening remain under PBI-006 and PBI-192 to PBI-203 unless narrowed."
PBI-350,Task,Do implement escrow API route,Expose authenticated escrow create/get route.,"Given authorized request, API creates or retrieves escrow. | Given unauthenticated request, access is denied.",R06,Security;Integration;Reliability,2,P0,Backend Engineer,Sprint 6,Completed,PBI-346;PBI-349,"Route: /api/v1/escrows. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-006_ESCROW_FIRST_SLICE_VALIDATION.md. Scope grooming 2026-05-26: Completed for supervisor-demo MVP escrow first-slice scope; post-MVP release, settlement, dispute, and production escrow hardening remain under PBI-006 and PBI-192 to PBI-203 unless narrowed."
PBI-351,Task,Do emit PBI-005 lifecycle event for escrowCreated,Integrate escrow creation with lifecycle event capture.,"Given escrow is created, escrowCreated lifecycle event is recorded. | Given event is inspected, actor/target/status fields are traceable.",R06;R05,Audit;Integrity;Integration,2,P0,Backend Engineer,Sprint 6,Completed,PBI-346;PBI-349;PBI-005,"Use transaction-history contract. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-006_ESCROW_FIRST_SLICE_VALIDATION.md. Scope grooming 2026-05-26: Completed for supervisor-demo MVP escrow first-slice scope; post-MVP release, settlement, dispute, and production escrow hardening remain under PBI-006 and PBI-192 to PBI-203 unless narrowed."
PBI-352,Task,Do anchor escrowCreated event to Fabric,Anchor escrowCreated lifecycle event via BlockchainAnchorGateway.,"Given escrowCreated event has payloadHash, anchor gateway is called. | Given anchor fails, escrow remains created with explicit failed or pending anchor state.",R06;R05,Audit;Integrity;Reliability,2,P0,Backend Engineer,Sprint 6,Completed,PBI-346;PBI-351;PBI-323,"Do not corrupt business event on Fabric failure. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-006_ESCROW_FIRST_SLICE_VALIDATION.md. Scope grooming 2026-05-26: Completed for supervisor-demo MVP escrow first-slice scope; post-MVP release, settlement, dispute, and production escrow hardening remain under PBI-006 and PBI-192 to PBI-203 unless narrowed."
